Index,FamID,Day-01,Day-02,Day-03
0,568,95.98252697067973,99.0546218487395,98.76326238364904
1,580,100.0,100.0,100.0
2,582,96.48099244610944,79.70347177456489,88.53898079207347
3,590,92.27344159245678,44.12562132851333,31.97641131340891
4,595,100.0,100.0,100.0
5,596,100.0,100.0,100.0
6,605,100.0,100.0,100.0
